timestamp,AccX,AccY,AccZ,LinearAccelerometerSensor
1752621945874,-2.279279947280884,,8.674491882324219,
1752621945875,,3.883395195007324,,0.527877085806944
1752621945905,-2.03507137298584,3.6511576175689697,8.612242698669434,
1752621945931,,,,0.7088003629118419
1752621945965,-0.9983820915222168,3.8977603912353516,9.646537780761719,
1752621945998,,,,1.4248840017120554
1752621946004,-0.5123591423034668,4.5609540939331055,9.646537780761719,
1752621946044,,,,2.269098605021184
1752621946073,-2.161964178085327,,,
1752621946074,,4.663905143737793,7.139808654785156,
1752621946114,,,,2.8545855657943426
1752621946125,-1.8291701078414917,,5.957073211669922,
1752621946126,,5.4159836769104,,
1752621946166,-2.274491548538208,3.8283286094665527,7.635408401489258,2.8875906199317574
1752621946203,-1.05105459690094,2.2888567447662354,5.535693645477295,
1752621946204,-1.9369091987609863,2.3965959548950195,5.047276496887207,
1752621946216,-3.8283286094665527,3.0789434909820557,6.483797550201416,
1752621946234,-6.9602437019348145,,,
1752621946235,,4.292803764343262,8.643367767333984,3.686968102321557
1752621946244,-8.396764755249023,5.061641693115234,10.190021514892578,
1752621946254,-7.1565680503845215,4.141968727111816,10.8412446975708,
1752621946274,-2.0231003761291504,2.1715409755706787,10.570699691772461,
1752621946285,-1.5897499322891235,,,
1752621946286,,2.96162748336792,10.422259330749512,
1752621946287,,,,1.908426886629432
1752621946294,-1.278503656387329,3.1028854846954346,10.132560729980469,
1752621946314,-0.8762778043746948,3.950432777404785,7.618649005889893,
1752621946316,-0.8954314589500427,,,
1752621946317,,4.043806552886963,7.4007768630981445,
1752621946324,-1.113303780555725,,,
1752621946325,,4.6734819412231445,6.8022260665893555,
1752621946334,-1.2880805730819702,4.364629745483398,7.551611423492432,
1752621946353,-1.968033790588379,,,
1752621946354,,3.825934410095215,9.206005096435547,0.4479290402351933
1752621946355,-1.9919757843017578,3.840299606323242,9.265859603881836,
1752621946365,-1.9177556037902832,3.861847400665283,9.414299964904785,
1752621946374,-1.7405846118927002,3.890577793121338,9.44303035736084,
1752621946394,-1.357512354850769,3.9193081855773926,9.251494407653809,
1752621946395,-1.3192051649093628,3.9240965843200684,9.234735488891602,
1752621946405,-1.1540051698684692,3.9647979736328125,9.165303230285645,
1752621946406,,,,0.677403173952914
1752621946416,-0.8547300100326538,4.010287761688232,9.04319953918457,
1752621946433,-0.24660277366638184,,,
1752621946434,,4.101267337799072,8.37761116027832,
1752621946439,-0.21787235140800476,,,
1752621946440,,4.1156325340271,8.327332496643066,
1752621946444,-0.10055647045373917,4.213795185089111,7.970596790313721,
1752621946454,-0.29209262132644653,4.240131378173828,7.793426036834717,
1752621946474,-1.091755986213684,4.156333923339844,8.363245964050293,
1752621946475,,,,0.723590762091629
1752621946484,-1.4772224426269531,4.0078935623168945,8.997709274291992,
1752621946494,-1.5394717454910278,,,
1752621946495,,3.801992416381836,9.328108787536621,
1752621946515,-1.015141487121582,3.8522706031799316,9.435848236083984,
1752621946524,-0.5099649429321289,,,
1752621946525,,4.0533833503723145,9.057564735412598,
1752621946526,,,,0.7683579073001281
1752621946535,-0.13168109953403473,4.321534156799316,8.466196060180664,
1752621946553,-0.3663128614425659,4.388571739196777,7.8867998123168945,
1752621946554,-0.4836287498474121,4.395754337310791,7.879617214202881,
1752621946569,-0.9217676520347595,4.489128112792969,8.075942039489746,
1752621946574,-1.0797849893569946,4.436455726623535,8.478167533874512,
1752621946593,-0.912190854549408,,,
1752621946594,-0.8667010068893433,4.405331134796143,8.806173324584961,
1752621946595,,,,0.43032134729181554
1752621946605,-0.7445967197418213,4.565742492675781,8.803778648376465,
1752621946615,-0.6584054827690125,4.618414878845215,8.698433876037598,
1752621946634,-0.6584054827690125,,8.583512306213379,
1752621946635,,4.7405195236206055,,
1752621946636,-0.6703764796257019,4.73573112487793,8.59308910369873,
1752621946645,-0.7541735172271729,4.754884719848633,8.839692115783691,
1752621946648,,,,0.6584069363779094
1752621946654,-0.8379706144332886,4.754884719848633,9.301773071289062,
1752621946673,-0.44771572947502136,,9.708786964416504,
1752621946674,,4.584896087646484,,
1752621946675,-0.4118026793003082,,,
1752621946676,,4.596867084503174,9.725546836853027,
1752621946685,-0.09576806426048279,4.7620673179626465,9.754277229309082,
1752621946694,0.21547815203666687,,,
1752621946695,,4.886565685272217,9.608230590820312,
1752621946722,,,,1.3258004433856014
1752621946723,0.2825157940387726,4.917989730834961,9.220370292663574,
1752621946725,0.16759411990642548,4.922778129577637,9.04319953918457,
1752621946734,0.019153613597154617,,8.882787704467773,
1752621946735,,4.843470096588135,,
1752621946753,-0.33279404044151306,,,
1752621946754,,4.838681697845459,8.497321128845215,
1752621946755,-0.3495534360408783,,,
1752621946756,,4.855441093444824,8.482955932617188,
1752621946764,-0.4141969084739685,,,
