timestamp,AccZ,AccX,AccY,LinearAccelerometerSensor
1749220177164,8.483405113220215,-1.1236287355422974,4.389170169830322,
1749220177190,,,,0.5931163719683253
1749220177204,8.353145599365234,-1.3737480640411377,4.6104841232299805,
1749220177230,,,,1.3084739060822934
1749220177244,8.852187156677246,,,
1749220177245,,-0.9457096457481384,4.9042229652404785,
1749220177270,,,,1.546619201471701
1749220177284,9.022773742675781,,,
1749220177285,,-1.2190227508544922,4.836885929107666,
1749220177310,,,,0.7189903272129348
1749220177326,8.625411033630371,-1.7775450944900513,4.893224716186523,
1749220177350,,,,1.1287781005774884
1749220177364,8.228796005249023,-1.6992098093032837,5.479579448699951,
1749220177390,,,,1.5419803592356267
1749220177404,9.535656929016113,-2.2659623622894287,5.732542037963867,
1749220177430,,,,1.8254814923700529
1749220177444,9.569923400878906,-2.1609914302825928,5.596671104431152,
1749220177469,,,,1.861004860377127
1749220177484,9.876007080078125,-1.6710779666900635,4.690764904022217,
1749220177510,,,,3.1265329797086046
1749220177524,10.723854064941406,-0.6911013126373291,,
1749220177526,,,2.9180080890655518,
1749220177550,,,,3.828504146562224
1749220177564,8.261716842651367,,,
1749220177565,,-0.9688286781311035,1.4284405708312988,
1749220177590,,,,2.7388448747352907
1749220177604,6.175693511962891,-3.3628807067871094,3.9638254642486572,
1749220177629,,,,3.066139083206024
1749220177644,7.274632453918457,-4.9986443519592285,5.57594633102417,
1749220177670,,,,2.2313781060379956
1749220177684,9.834033966064453,-2.5439140796661377,3.7886745929718018,
1749220177710,,,,2.5365076915369436
1749220177724,10.19720458984375,,,
1749220177725,,-0.27054479718208313,3.5188779830932617,
1749220177749,,,,3.1915465455985705
1749220177764,9.259201049804688,0.33354222774505615,3.9748237133026123,
1749220177789,,,,1.6790148430554994
1749220177804,7.7085065841674805,,,
1749220177805,,-0.7763199210166931,4.381314277648926,
1749220177832,,,,1.5411652273608183
1749220177844,6.92186164855957,-1.346139907836914,4.455235481262207,
1749220177869,,,,1.5236037726019325
1749220177884,8.030227661132812,-0.8875006437301636,4.491297721862793,
1749220177909,,,,1.1178483409004032
1749220177924,7.874229907989502,-0.8330325484275818,4.802170276641846,
1749220177950,,,,0.946898839669338
1749220177964,6.549787521362305,-1.5799486637115479,5.723189353942871,
1749220177990,,,,0.9369229130011797
1749220178003,8.046163558959961,-0.8693196773529053,5.809605121612549,
1749220178029,,,,1.4393525004315855
1749220178043,7.265130043029785,0.046238020062446594,7.34967565536499,
1749220178069,,,,1.9817539236088353
1749220178083,6.0330891609191895,0.5337573289871216,,
1749220178084,,,7.640121936798096,
1749220178109,,,,1.9123245757187637
1749220178123,6.4321722984313965,,,
1749220178124,,-0.21555297076702118,7.448136806488037,
1749220178150,,,,0.835177245201797
1749220178163,7.813028335571289,,,
1749220178164,,-1.4119056463241577,7.345560550689697,
1749220178189,,,,1.5702728721970456
1749220178203,7.7201032638549805,-0.6318448185920715,8.460061073303223,
1749220178231,,,,1.9505858739408095
1749220178243,7.731326103210449,0.6420201659202576,9.003694534301758,
1749220178268,,,,2.240018533221278
1749220178283,7.953912258148193,-0.22370822727680206,9.263989448547363,
1749220178308,,,,3.7014755245246165
1749220178323,8.764947891235352,-0.9882815480232239,8.057012557983398,
1749220178346,,,,2.901184918595291
1749220178365,7.496918678283691,,,
1749220178366,,0.507570743560791,6.172700881958008,
1749220178387,,,,3.4883884187064984
1749220178405,5.241206645965576,,,
1749220178406,,2.0581157207489014,5.451672077178955,
1749220178426,,,,6.695929517769254
1749220178445,2.378115653991699,2.188225507736206,3.9840264320373535,
1749220178469,,,,4.415695131558908
1749220178483,0.13661913573741913,-0.20889410376548767,6.451026916503906,
1749220178509,,,,3.21679376209435
1749220178523,0.4572176933288574,0.9169044494628906,6.619518756866455,
1749220178548,,,,3.0405549059920856
1749220178563,2.6310031414031982,2.723853349685669,8.090307235717773,
1749220178588,,,,4.661079922737066
1749220178605,2.9426236152648926,5.141323566436768,10.786701202392578,
1749220178626,,,,6.238930015771873
1749220178645,-1.9266589879989624,,,
1749220178646,,8.502035140991211,10.587907791137695,
1749220178669,,,,10.269550565786323
1749220178699,-12.699295043945312,5.33315896987915,9.26675796508789,
1749220178708,,,,6.4971389342582695
1749220178725,-6.627299785614014,4.752490520477295,8.742876052856445,
1749220178745,,,,2.8926828019019704
1749220178765,-1.9396774768829346,0.6323685050010681,9.111733436584473,
1749220178785,,,,5.6047293039065105
1749220178805,1.5786019563674927,-2.8458828926086426,6.637325763702393,
1749220178825,,,,6.75023735476784
1749220178847,5.248165130615234,-4.440047264099121,5.170876979827881,
1749220178865,,,,9.033762440454497
1749220178885,5.875296115875244,-5.156661510467529,4.3878984451293945,
1749220178928,3.131765365600586,-4.075679302215576,7.446116924285889,6.555555756707197
1749220178955,,,,1.7524793636179048
1749220178962,1.954267144203186,0.4578910768032074,9.220220565795898,
1749220178987,-3.185410499572754,1.9306243658065796,8.685714721679688,4.382258470302397
1749220179027,0.27398645877838135,5.906495571136475,11.179500579833984,6.188474019769282
1749220179067,2.08168363571167,5.53127908706665,13.542278289794922,
1749220179068,,,,5.338572174233207
1749220179108,3.570652484893799,4.045901775360107,10.333599090576172,1.5460233559565282
1749220179147,4.904447555541992,,,
1749220179148,,-0.21884499490261078,7.392396926879883,6.169891888677528
1749220179187,0.8057985305786133,7.1547722816467285,9.067215919494629,
1749220179189,,,,6.482417755723307
1749220179227,-0.2025344967842102,5.694085121154785,,
1749220179228,,,9.661276817321777,3.47313543560114
1749220179267,3.708094596862793,5.265822410583496,8.546701431274414,2.111844799754933
1749220179307,6.951265335083008,6.844274520874023,7.6374287605285645,
1749220179308,,,,3.7642821137433553
1749220179347,4.0691704750061035,0.5461772680282593,6.431424140930176,
1749220179348,,,,7.439927674629031
1749220179387,3.656769037246704,3.2043397426605225,,
1749220179388,,,0.00830488745123148,8.035327158488652
1749220179428,0.5499181747436523,10.310030937194824,2.890549659729004,5.441403796324824
1749220179467,2.0626795291900635,5.048473358154297,1.3946973085403442,
1749220179468,,,,5.212158609092111
1749220179507,7.482104778289795,,,
1749220179508,,11.907861709594727,0.49799394607543945,
1749220179510,,,,9.482955901865132
1749220179547,9.895759582519531,18.909854888916016,,
1749220179548,,,-1.044320821762085,12.464988198395249
1749220179587,-8.767940521240234,14.765715599060059,-0.9706991314888,
1749220179588,,,,14.07529040726436
1749220179627,-0.5488707423210144,14.866945266723633,-1.4690672159194946,
1749220179628,,,,5.848489236972268
1749220179667,0.7714566588401794,11.968539237976074,-1.4345756769180298,
1749220179668,,,,4.509950656324895
1749220179707,0.2569277584552765,11.242497444152832,2.3325510025024414,
1749220179708,,,,2.842430227693232
1749220179747,3.3115551471710205,8.844704627990723,2.8511948585510254,
1749220179748,,,,3.0448512472265072
1749220179787,8.528594970703125,1.564760446548462,2.948683738708496,
1749220179788,,,,11.079861395895081
1749220179827,2.048314332962036,3.6029741764068604,5.014131546020508,
1749220179828,,,,3.924974288370266
1749220179867,1.0848726034164429,6.076334476470947,4.813018798828125,
1749220179869,,,,2.130511149651431
1749220179907,1.5121628046035767,6.350096225738525,6.414365768432617,
1749220179908,,,,1.0777564040639491
1749220179947,3.973402261734009,5.066953659057617,4.528931617736816,
1749220179948,,,,3.6882234284002227
1749220179987,4.354903221130371,2.193612575531006,3.6531028747558594,
1749220179988,,,,6.621881290737043
1749220180027,0.6914005875587463,2.367865562438965,2.8603975772857666,6.91712502795372
1749220180067,0.24847324192523956,7.219864845275879,3.1617677211761475,
1749220180068,,,,1.6713228829240614
1749220180108,3.6554222106933594,13.978022575378418,2.927884340286255,6.343478793656239
1749220180147,3.389890432357788,10.419266700744629,2.212092638015747,
1749220180149,,,,2.6348520410390646
1749220180187,-1.1416600942611694,,,
1749220180188,,9.833958625793457,1.4773720502853394,
1749220180189,,,,3.9304210668290036
1749220180227,-4.426579475402832,7.19480037689209,2.635193109512329,
1749220180228,,,,5.189753399174019
1749220180267,-3.204115152359009,5.704260349273682,2.0691139698028564,
1749220180268,,,,4.708532526084357
1749220180307,1.1700912714004517,12.781295776367188,-1.952770709991455,
1749220180308,,,,8.03373899372131
1749220180347,1.3850456476211548,18.169597625732422,-0.7023988962173462,
1749220180348,,,,11.08515429536067
1749220180387,-0.6209960579872131,16.95753288269043,-0.602889895439148,
1749220180388,,,,7.002447790232472
1749220180427,-3.1068508625030518,14.572757720947266,0.5811176300048828,
1749220180428,,,,4.840005916560316
1749220180467,-0.9903764724731445,9.743802070617676,1.3702315092086792,2.496031472350041
1749220180507,1.4864251613616943,4.485462188720703,-0.33354222774505615,8.135796050059518
1749220180547,1.4547767639160156,3.5855414867401123,-1.2837409973144531,
1749220180548,,,,7.449625085191342
1749220180587,0.23747487366199493,6.011765480041504,4.645798683166504,4.2528703757704
1749220180627,1.550993800163269,9.360654830932617,4.8336687088012695,
1749220180628,,,,2.4457553060412254
1749220180666,-0.05439326912164688,,,
1749220180667,,8.279897689819336,2.9233202934265137,2.1100214214955075
1749220180707,3.500098466873169,12.126482009887695,-1.6359131336212158,6.617507440428088
1749220180746,1.3982137441635132,,,
1749220180747,,11.406425476074219,-0.33758243918418884,1.9118012442053098
1749220180786,0.10265139490365982,9.932644844055176,1.7375171184539795,1.1150569741271616
1749220180826,-1.003544569015503,8.92453670501709,1.4853776693344116,
1749220180827,,,,1.7329870633117361
1749220180866,-0.17919103801250458,9.06482219696045,0.9561843276023865,0.7985621151660101
1749220180906,-0.17477671802043915,9.077466011047363,0.8609399795532227,
1749220180907,,,,0.8444758930819648
1749220180946,-0.4571428894996643,9.605986595153809,0.8547300100326538,
1749220180948,,,,0.600346363945367
1749220180986,-0.4704606235027313,10.439167976379395,0.7238719463348389,
1749220180987,,,,1.1187583709915088
1749220181026,0.32172083854675293,10.299930572509766,0.7602338790893555,
1749220181029,,,,0.5891123651905631
1749220181067,-1.5759832859039307,,,
1749220181106,-1.418714165687561,12.135684967041016,0.6391022205352783,
1749220181108,,,,3.2482654637905433
1749220181147,0.5705682039260864,11.906365394592285,1.1240029335021973,
1749220181149,,,,2.2084681871613214
1749220181185,1.0060136318206787,10.95504379272461,1.864858627319336,
1749220181186,,,,1.873673796526112
1749220181225,1.090109944343567,,,
1749220181226,,9.475128173828125,1.0170120000839233,1.8734369120465677
1749220182421,2.9391818046569824,7.863306522369385,0.8860790729522705,
1749220182434,3.1529390811920166,11.028815269470215,3.143437147140503,3.198312707953437
1749220182465,-1.6110732555389404,9.485527992248535,2.953397512435913,0.97968056902951
1749220182505,-1.4927847385406494,9.23555850982666,2.687790632247925,
1749220182506,,,,1.0239756094069226
1749220182545,-2.092607021331787,9.170540809631348,2.58738374710083,
1749220182546,,,,0.5730333613991136
1749220182585,-2.8866591453552246,8.759635925292969,2.7846810817718506,0.6017472367439171
1749220187983,-2.6937012672424316,,,
1749220187984,-2.364872694015503,8.735618591308594,,0.31529299014992396
1749220187985,,,3.0702643394470215,0.40770978182088813
1749220187986,,,2.388216257095337,
1749220188020,-2.645293712615967,,,
1749220188021,,9.048062324523926,2.5235633850097656,0.1783800971265959
1749220188060,-2.6001031398773193,9.057564735412598,2.5173535346984863,
1749220188061,,,,0.22200953105547683
1749220188101,-2.609605073928833,9.034594535827637,2.4705169200897217,0.2103570439749945
1749220188140,-2.5937435626983643,9.049782752990723,,
1749220188141,,,2.4659528732299805,0.2203815024109553
1749220188180,-2.6583869457244873,9.040205955505371,2.431311845779419,
1749220188181,,,,0.14587390213326873
1749220188220,-2.647613048553467,9.049558639526367,2.4624364376068115,
1749220188221,,,,0.2290287289048029
1749220188260,-2.68180513381958,9.069385528564453,2.4629602432250977,
1749220188261,,,,0.14636537168469363
1749220188300,-2.702903985977173,9.098489761352539,2.475080728530884,
1749220188301,,,,0.14215159958574425
1749220188340,-2.6687867641448975,,,
1749220188341,,9.067889213562012,2.4675240516662598,0.1662100102704696
1749220188380,-2.65442156791687,9.03399658203125,2.448819398880005,
1749220188381,,,,0.19118196620583158
1749220188422,-2.656142234802246,9.06399917602539,2.4356513023376465,0.16179010825602294
1749220188460,-2.680009603500366,9.118616104125977,2.43819522857666,
1749220188461,,,,0.13942753052048995
1749220188500,-2.6651206016540527,9.151087760925293,2.469244956970215,
1749220188501,,,,0.1952140560010213
1749220188540,-2.6709563732147217,9.079935073852539,2.476203203201294,
1749220188541,,,,0.1509369118305854
1749220188581,-2.5989060401916504,9.010354042053223,2.497227191925049,0.2609443452359806
1749220188620,-2.612597703933716,9.020454406738281,2.486528158187866,
1749220188622,,,,0.20005989146535602
1749220188660,-2.6086323261260986,9.026739120483398,2.513986587524414,
1749220188661,,,,0.23226421682968315
1749220188700,-2.6332478523254395,9.061530113220215,2.5288755893707275,
1749220188701,,,,0.18580755693986575
1749220188740,-2.6174609661102295,9.091681480407715,2.5756373405456543,
1749220188741,,,,0.21643398602943562
1749220188781,-2.6274118423461914,9.027486801147461,2.5644145011901855,0.19703184570900076
1749220188820,-2.596661329269409,9.011027336120605,2.5335142612457275,
1749220188821,,,,0.21766919262559792
1749220188860,-2.5791537761688232,9.054496765136719,2.494159698486328,
1749220188861,,,,0.21472406521546072
1749220188900,-2.6092309951782227,9.117419242858887,2.513388156890869,
1749220188901,,,,0.18284510093571954
1749220188940,-2.6536734104156494,9.134403228759766,2.5150339603424072,
1749220188941,,,,0.13532137651158962
1749220188980,-2.628908395767212,9.070582389831543,2.5066542625427246,0.16426243406999422
1749220189020,-2.5954642295837402,9.056516647338867,2.508300304412842,
1749220189022,,,,0.179888177847604
1749220189060,-2.544886827468872,9.05359935760498,2.5334393978118896,
1749220189061,,,,0.22427278259736647
1749220189100,-2.5445127487182617,9.064896583557129,2.5549871921539307,
1749220189101,,,,0.1978366066645273
1749220189140,-2.569352626800537,9.053823471069336,2.566958427429199,0.15858115254247582
1749220189179,-2.5708489418029785,,,
1749220189180,,9.062053680419922,2.571821451187134,0.14761560425586912
1749220189219,-2.5561842918395996,9.112780570983887,2.553715467453003,
1749220189221,,,,0.14441063074848484
1749220189259,-2.497077465057373,9.109712600708008,2.5482535362243652,
1749220189261,,,,0.21008294574885142
1749220189299,-2.425401210784912,9.064896583557129,2.53957462310791,
1749220189301,,,,0.2473088797631354
1749220189340,-2.4037036895751953,9.127968788146973,2.5884313583374023,0.2436703998243388
1749220189379,-2.471040725708008,9.06714153289795,2.5959131717681885,
1749220189381,,,,0.13396930387385567
1749220189419,-2.503661632537842,9.051504135131836,2.6163387298583984,
1749220189421,,,,0.1184650992329324
1749220189459,-2.4869771003723145,9.08337688446045,2.5814731121063232,0.11546755087414382
1749220189499,-2.395698070526123,9.098265647888184,2.579228639602661,
1749220189500,,,,0.23472428521181452
1749220189539,-2.365994930267334,9.098864555358887,,
1749220189540,,,2.5847651958465576,0.23270770537025012
1749220189580,-2.398690938949585,,,
1749220189581,,9.101483345031738,2.5708489418029785,0.17546229034687683
1749220189619,-2.3965210914611816,9.088988304138184,2.590226888656616,
1749220189620,,,,0.182506344044824
1749220189659,-2.398092269897461,,,
1749220189660,,9.070582389831543,2.601898670196533,0.1847395650700346
1749220189699,-2.339284658432007,9.094674110412598,2.6407296657562256,
1749220189700,,,,0.24423673645287525
1749220189739,-2.393902540206909,9.076343536376953,2.644470691680908,
1749220189740,,,,0.164253611743386
1749220189779,-2.4030303955078125,9.064597129821777,,
1749220189780,,,2.6484360694885254,0.1599589388469806
1749220189819,-2.400411605834961,,,
1749220189820,,9.107169151306152,2.6426000595092773,0.1412822081865178
1749220189859,-2.385373115539551,9.10993766784668,2.6447699069976807,
1749220189860,,,,0.1618418727028571
1749220189899,-2.3737761974334717,9.090559005737305,2.6793360710144043,
1749220189900,,,,0.20137430394914885
1749220189939,-2.435950517654419,,,
1749220189940,,9.121234893798828,2.672452926635742,
1749220189941,,,,0.09968760167538232
1749220189979,-2.459892511367798,9.065793991088867,2.6512792110443115,
1749220189980,,,,0.13001640161338038
1749220190019,-2.3890392780303955,9.068412780761719,2.6339211463928223,
1749220190020,,,,0.19975365092255631
1749220190059,-2.3703343868255615,9.09609603881836,2.6220250129699707,
1749220190060,,,,0.19723626664257948
1749220190099,-2.418442964553833,9.081131935119629,2.6493337154388428,
1749220190100,,,,0.1515692131777705
1749220190139,-2.4473979473114014,9.077092170715332,2.6781389713287354,
1749220190140,,,,0.15201747017343517
1749220190179,-2.44822096824646,9.082927703857422,2.663250207901001,
1749220190181,,,,0.17355609353178741
1749220190219,-2.430039882659912,9.050905227661133,,
1749220190220,,,2.6268882751464844,0.1756088311924929
1749220190259,-2.4327332973480225,9.073724746704102,2.5975592136383057,
1749220190260,,,,0.168317089833438
1749220190299,-2.4105870723724365,9.095796585083008,2.5900025367736816,
1749220190300,,,,0.19850888657796323
1749220190339,-2.4928877353668213,9.089437484741211,2.6204538345336914,
1749220190340,,,,0.09529100941877687
1749220190379,-2.538452386856079,9.074922561645508,2.616712808609009,
1749220190380,,,,0.06557231630422156
1749220190419,-2.4892215728759766,9.085920333862305,,0.14153986935217908
1749220190420,,,2.586261510848999,
1749220190459,-2.4706664085388184,9.093851089477539,2.5825953483581543,0.14573661046130068
1749220190498,-2.450465440750122,9.095946311950684,2.6342952251434326,
1749220190499,,,,0.1811634584703295
1749220190538,-2.473809003829956,,,
1749220190539,,9.028983116149902,2.595613956451416,0.1700774773851295
1749220190578,-2.4730606079101562,9.095946311950684,2.549675226211548,
1749220190579,,,,0.15022425924474972
1749220190618,-2.453383445739746,9.099761962890625,2.5277533531188965,
1749220190619,,,,0.17598209033713538
1749220190658,-2.4326586723327637,9.08449935913086,2.559551239013672,
1749220190659,,,,0.19202635025527573
1749220190698,-2.457049608230591,9.109264373779297,2.589329242706299,
1749220190699,,,,0.14926993830209093
1749220190739,-2.5056817531585693,9.10769271850586,2.5917980670928955,0.10161684489637848
1749220190778,-2.478522539138794,9.070058822631836,2.589104652404785,
1749220190779,,,,0.1692164345897233
1749220190819,-2.438943386077881,9.073201179504395,,
1749220190820,,,2.5708489418029785,0.2059472694453047
1749220190859,-2.4473979473114014,9.098639488220215,2.570998430252075,0.18582022759349617
1749220190898,-2.497750997543335,9.098115921020508,2.589329242706299,
1749220190899,,,,0.1376468289016791
1749220190939,-2.4992473125457764,9.064896583557129,2.5992801189422607,
1749220190941,,,,0.1638356866214791
1749220190978,-2.455253839492798,9.070358276367188,2.5888054370880127,
1749220190979,,,,0.22819318601492558
1749220191018,-2.4892964363098145,9.07798957824707,2.569277763366699,
1749220191020,,,,0.15020294368490492
1749220191058,-2.4459762573242188,,,
1749220191059,,9.081954956054688,2.598606586456299,0.2301008877075194
1749220191098,-2.5010428428649902,9.05718994140625,2.567107915878296,
1749220191099,,,,0.14250963342671344
1749220191138,-2.5073277950286865,9.071929931640625,2.558429002761841,
1749220191139,,,,0.13795467056461133
1749220191178,-2.500070333480835,9.078513145446777,2.554164409637451,0.14880633958179917
1749220191218,-2.4661026000976562,9.09489917755127,2.568155527114868,0.19619938714070703
1749220191259,-2.4652795791625977,9.09953784942627,2.594940662384033,0.1935339245789253
1749220191298,-2.5030629634857178,9.094375610351562,2.606013774871826,
1749220191299,,,,0.15486352422807992
1749220191338,-2.5235633850097656,9.078588485717773,2.594491720199585,
1749220191339,,,,0.1301863071567391
1749220191378,-2.4833858013153076,9.10073471069336,2.5820717811584473,
1749220191379,,,,0.17086384014335534
1749220191418,-2.5245361328125,9.113903045654297,2.5796775817871094,0.10262581016868909
1749220191457,-2.523264169692993,,,
1749220191458,,9.108291625976562,2.5867104530334473,0.13906870062002008
1749220191497,-2.5358335971832275,,,
1749220191498,,9.105448722839355,2.5591022968292236,0.09368536628497218
1749220191537,-2.5229649543762207,,,
1749220191538,,9.076642990112305,2.5539398193359375,0.1283636522189928
1749220191577,-2.500519275665283,9.089062690734863,,
1749220191578,,,2.5421931743621826,0.10968049844854631
1749220191617,-2.457423686981201,,,
1749220191618,,9.122431755065918,2.557007312774658,0.1828895516508692
1749220191657,-2.4681975841522217,,,
1749220191658,,9.09257984161377,2.5889549255371094,0.12501665838820714
1749220191698,-2.4607903957366943,,,
1749220191699,,9.054496765136719,2.582894802093506,0.15872724861905105
1749220191737,-2.4467244148254395,,,
1749220191738,,9.03743839263916,2.583268880844116,
1749220191739,,,,0.16577600127458392
1749220191777,-2.423081874847412,,,
1749220191778,,9.064672470092773,2.5922470092773438,
1749220191779,,,,0.15188214475599618
1749220191818,-2.4274213314056396,9.078962326049805,2.6163387298583984,0.1479447052522102
1749220191857,-2.4088661670684814,9.07559585571289,,
1749220191858,,,2.586261510848999,0.15381120952016797
1749220191898,-2.4229321479797363,9.053973197937012,2.525733232498169,
1749220191899,,,,0.13801474077944934
1749220191937,-2.433706045150757,9.105672836303711,2.5528175830841064,
1749220191938,,,,0.10134767774580579
1749220191977,-2.4467992782592773,9.072603225708008,2.567631721496582,
1749220191978,,,,0.09947614548707431
1749220192017,-2.433481454849243,9.10649585723877,2.5605239868164062,
1749220192018,,,,0.09695893235684802
1749220192057,-2.441187858581543,,,
1749220192058,,9.104924201965332,2.5538649559020996,0.08624534305840324
1749220192097,-2.400860548019409,9.065420150756836,2.548403263092041,
1749220192098,,,,0.1591900371627152
1749220192137,-2.4034793376922607,9.063699722290039,,
1749220192138,,,2.5208699703216553,0.13037266533865188
1749220192177,-2.3965210914611816,9.13545036315918,2.5510966777801514,
1749220192178,,,,0.1415603972483036
1749220192217,-2.4518868923187256,9.123779296875,2.5754127502441406,
1749220192218,,,,0.05968617092957135
1749220192257,-2.4298901557922363,9.127819061279297,2.6012253761291504,
1749220192258,,,,0.10175697340957952
1749220192297,-2.4227075576782227,9.08375072479248,2.5656116008758545,
1749220192298,,,,0.10803679117160898
1749220192337,-2.3879168033599854,9.115324020385742,2.571073293685913,
1749220192338,,,,0.12305593457249128
1749220192377,-2.4257004261016846,9.132533073425293,2.5657613277435303,
1749220192378,,,,0.07379524593788449
1749220192417,-2.4282443523406982,9.122282981872559,2.6028714179992676,
1749220192418,,,,0.10052396198289155
1749220192458,-2.3983166217803955,,,
1749220192459,,9.107992172241211,2.6377367973327637,0.1469608188057004
1749220192499,-2.403254747390747,9.103203773498535,2.627711296081543,0.12008156674701227
1749220192537,-2.4011597633361816,9.082329750061035,,
1749220192538,,,,0.13325872910752332
1749220192578,-2.4856302738189697,9.122207641601562,2.5992801189422607,
1749220192579,,,,0.03688201932704699
1749220192618,-2.4799439907073975,9.115249633789062,2.6170120239257812,0.07851638508898501
1749220192656,-2.3821558952331543,9.022848129272461,2.614168882369995,
1749220192657,,,,0.23474486095746838
1749220192697,-2.2986581325531006,9.063026428222656,2.5673325061798096,0.23907528356892124
1749220192737,-2.391059398651123,9.129390716552734,2.556633234024048,
1749220192738,,,,0.12550470415404497
1749220192777,-2.3843255043029785,9.078438758850098,2.622473955154419,
1749220192778,,,,0.17229954348859017
1749220192817,-2.412532329559326,9.081207275390625,2.6307787895202637,
1749220192818,,,,0.11311009648057782
1749220192857,-2.397568464279175,9.104775428771973,2.6057891845703125,
1749220192858,,,,0.10869418429434402
1749220192897,-2.380434989929199,9.130138397216797,2.602721691131592,
1749220192898,,,,0.13538686641444134
1749220192937,-2.4378957748413086,9.139266014099121,2.554912567138672,0.06733538852303664
1749220192977,-2.3862709999084473,9.117195129394531,2.561721086502075,
1749220192979,,,,0.15257270432241699
1749220193016,-2.4264485836029053,,,
1749220193017,,9.125948905944824,2.547729969024658,0.08604825533890045
1749220193056,-2.399738311767578,9.150713920593262,2.578031539916992,
1749220193057,,,,0.13958654165732345
1749220193097,-2.395099639892578,9.102380752563477,2.5945663452148438,
1749220193098,,,,0.1407780873645164
1749220193136,-2.408566951751709,,,
1749220193137,,9.092354774475098,2.5958383083343506,0.13256591457409864
1749220193176,-2.4373722076416016,9.078214645385742,2.5931448936462402,
1749220193177,,,,0.11393835778209069
1749220193216,-2.45749831199646,9.100809097290039,2.58738374710083,
1749220193217,,,,0.09181606315381528
1749220193256,-2.4520366191864014,,,
1749220193257,,9.1091890335083,2.5876083374023438,0.11150371357053707
1749220193296,-2.442908763885498,9.087342262268066,2.5917234420776367,
1749220193298,,,,0.13501420798417305
1749220193337,-2.469619035720825,9.071106910705566,2.592695951461792,
1749220193338,,,,0.1058980584287314
1749220193376,-2.4817397594451904,9.089287757873535,2.596287250518799,
1749220193377,,,,0.10893293862360087
1749220193416,-2.4736592769622803,9.075819969177246,2.589179515838623,0.1262794446483382
1749220193456,-2.468122720718384,,,
1749220193457,,9.066766738891602,2.5864861011505127,
1749220193458,,,,0.1338137513373466
1749220193496,-2.497227191925049,9.067739486694336,,
1749220193497,,,2.5864861011505127,0.0921422720136538
1749220193536,-2.510545015335083,9.079561233520508,2.59045147895813,
1749220193537,,,,0.09431408516497801
1749220193576,-2.497676134109497,9.068338394165039,2.5755624771118164,
1749220193577,,,,0.11505261731559904
1749220193616,-2.4774749279022217,9.091531753540039,2.5819220542907715,
