timestamp,AccX,AccY,AccZ,LinearAccelerometerSensor
1752802983741,1.1826525926589966,3.1166515350341797,8.937790870666504,
1752802983761,,,,0.3172363060482535
1752802983800,1.2335001230239868,2.9599215984344482,9.398408889770508,
1752802983805,,,,0.6740546025577103
1752802983848,,,,0.3853377527777681
1752802983865,1.2532408237457275,3.3511481285095215,9.05444049835205,
1752802983891,,,,0.406014575967907
1752802983930,1.1868400573730469,,,
1752802983931,0.7363911867141724,3.150151014328003,9.099306106567383,
1752802983936,,,,0.642492410340364
1752802983979,,,,0.16806417349574093
1752802983995,1.0701899528503418,,,
1752802983996,1.033101201057434,3.3577284812927246,9.275776863098145,
1752802984022,,,,0.5238161283366696
1752802984060,0.851844847202301,,,
1752802984061,0.35473597049713135,3.685544967651367,8.554341316223145,
1752802984065,,,,1.0056578795449862
1752802984110,,,,0.6001633312519673
1752802984126,0.5335994362831116,,,
1752802984127,0.6329016089439392,3.5575289726257324,8.70508861541748,
1752802984155,,,,0.6395199246199456
1752802984192,0.7423732280731201,,,
1752802984193,0.8309076428413391,2.9341988563537598,9.81954574584961,
1752802984197,,,,0.2837918312268491
1752802984242,,,,0.21030177463146874
1752802984257,0.8315058946609497,3.2165517807006836,9.097511291503906,
1752802984284,,,,0.16925352020244297
1752802984323,0.8679963946342468,3.1417760848999023,9.17886734008789,
1752802984333,,,,0.16338114944988424
1752802984370,,,,0.11596867208470509
1752802984387,0.9744769930839539,,9.272786140441895,
1752802984388,,3.078366279602051,,
1752802984413,,,,0.3785564341557458
1752802984452,0.9798609018325806,2.960519790649414,9.653244972229004,
1752802984457,,,,0.23433642864732226
1752802984500,,,,0.6386597891781028
1752802984517,0.9433703422546387,3.3308091163635254,8.821739196777344,
1752802984543,,,,0.5490455603985347
1752802984583,1.3962119817733765,,,
1752802984585,1.5224334001541138,3.1794631481170654,8.891729354858398,
1752802984587,,,,0.5055875305513792
1752802984631,,,,0.521160239305786
1752802984648,1.3555340766906738,,9.756135940551758,
1752802984649,0.9625129103660583,2.7589244842529297,9.130413055419922,
1752802984675,,,,0.2626543119405561
1752802984714,1.0510473251342773,2.681756019592285,9.284152030944824,
1752802984717,,,,0.43943757771434483
1752802984761,,,,0.44997859215147423
1752802984777,1.1563315391540527,,,
1752802984778,1.0199406147003174,2.9892337322235107,8.914461135864258,
1752802984804,,,,0.3213818424843664
1752802984843,1.144965648651123,,,
1752802984844,1.144965648651123,2.93001127243042,9.555737495422363,
1752802984848,,,,0.2950524805149908
1752802984891,,,,0.2178293165011922
1752802984909,1.1240284442901611,3.0580272674560547,9.407382011413574,
1752802984935,,,,0.13966866993558066
1752802984975,1.2424731254577637,3.080759048461914,9.157930374145508,
1752802984978,,,,0.3014191884872313
1752802985024,,,,0.20331596604391022
1752802985041,1.215553879737854,3.104687452316284,9.044271469116211,
1752802985065,,,,0.3309177802012785
1752802985105,1.4991034269332886,2.9030921459198,9.06401252746582,
1752802985106,,2.874378204345703,,
1752802985109,,,,0.28761449482817997
1752802985154,,,,0.2736592619676709
