"timestamp","AccX","AccY","AccZ","AccT"
1749163740.025,-0.00718260509893298,5.61230802536011,8.05200004577637,9.81492525180503
1749163740.075,-0.00239420169964433,5.58357763290405,7.92271280288696,NA
1749163740.15,-0.0239420160651207,5.58597183227539,7.92271280288696,9.69396888215226
1749163740.2,0.00957680679857731,5.5931544303894,8.01129817962646,9.77058681555511
1749163740.275,0.0430956296622753,5.58357763290405,8.1022777557373,9.83997465683108
1749163740.325,0.0670376494526863,5.60273122787476,7.96341419219971,9.73709694183923
1749163740.4,0.102950669825077,5.58357763290405,8.07594203948975,9.81874624625169
1749163740.45,0.117315880954266,5.62667322158813,7.88440561294556,9.68695341311748
1749163740.5,0.0766144543886185,5.62667322158813,7.98256778717041,NA
1749163740.575,0.105344876646996,5.62906742095947,7.95623159408569,9.74674913760842
1749163740.625,0.129286885261536,5.61470222473145,8.05918216705322,9.82303483516441
1749163740.675,-0.136469498276711,5.83018064498901,7.84370422363281,9.77411511212138
1749163740.75,-0.483628749847412,6.1390323638916,7.14938545227051,9.43585329886623
1749163740.8,-0.984016895294189,6.18452215194702,7.71681118011475,9.93809731727818
1749163740.875,-0.814028561115265,6.12227296829224,7.52288103103638,9.7333759715589
1749163740.925,-0.562637388706207,5.90200662612915,8.06636524200439,10.0108187109476
1749163741,-0.459686726331711,5.69849920272827,7.96341419219971,9.80306945024812
1749163741.05,-0.296881020069122,5.60273122787476,8.00411510467529,9.77469151230725
1749163741.1,-0.122104287147522,5.52851104736328,8.15016174316406,9.84908525181363
1749163741.175,0.263362199068069,5.35612869262695,8.04721164703369,9.6703200315209
1749163741.225,0.278924494981766,5.46386766433716,8.05439376831055,NA
1749163741.275,0.335188239812851,5.4351372718811,8.47098445892334,10.0702853000112
1749163741.35,0.035913024097681,5.49499225616455,8.31296730041504,9.96502157440604
1749163741.4,-0.809240162372589,6.3880295753479,6.57956552505493,9.20611068771214
1749163741.475,-1.20428347587585,6.51731634140015,6.91714811325073,9.57980422580739
1749163741.525,-1.04387199878693,6.04206728935242,7.36965227127075,9.48436013509371
1749163741.6,-0.169988319277763,5.43992567062378,8.21001720428467,9.85018120773688
1749163741.65,-0.474051922559738,5.29986476898193,8.37282276153564,9.9558867826022
1749163741.7,-0.718260526657104,5.20529365539551,8.54759979248047,10.0335657886649
1749163741.775,-0.320823013782501,5.16219806671143,8.09509563446045,9.60634111497152
1749163741.825,-0.339976638555527,5.09516048431396,8.4015531539917,9.83170076207702
1749163741.875,-0.495599746704102,4.69263553619385,8.62660789489746,NA
1749163741.95,-0.445321530103683,4.78600931167603,8.69125175476074,9.93187059225276
1749163742,-0.509964942932129,4.85544109344482,8.60745429992676,9.89563752267938
1749163742.075,-0.428562104701996,4.86262369155884,8.54281139373779,9.83912603599894
1749163742.125,-0.356736063957214,4.94432592391968,8.46140766143799,9.80658141628944
1749163742.2,-0.368707060813904,5.02572870254517,8.18846893310547,9.61482799413041
1749163742.25,-0.263362199068069,5.07600688934326,8.34648609161377,9.77236080310486
1749163742.3,-0.624886631965637,5.48062705993652,8.21959400177002,9.89896367438792
1749163742.375,-1.45328044891357,6.22522354125977,7.45584344863892,9.82115236275566
1749163742.425,-0.825999557971954,5.49738645553589,8.29860210418701,9.98850989862334
1749163742.475,-0.43574470281601,5.53329944610596,7.68329238891602,9.47841010612452
1749163742.55,-0.184353530406952,5.53090524673462,7.5875244140625,9.39124197359031
1749163742.6,-0.433350503444672,5.26993703842163,7.84849262237549,NA
1749163742.675,-0.28490999341011,5.33458089828491,8.66970348358154,10.1834515542579
1749163742.725,-0.445321530103683,5.23881244659424,8.65533828735352,10.1271095572376
1749163742.8,-0.31124621629715,5.1861400604248,8.24592971801758,9.74619309515196
1749163742.85,-0.452504128217697,5.24360084533691,8.15016174316406,NA
1749163742.9,-0.553060591220856,5.08558368682861,8.23156452178955,9.69162999343678
1749163742.975,-0.505176544189453,5.15262126922607,8.27226638793945,9.7588472924784
1749163743.025,-0.385466486215591,5.23402404785156,8.4015531539917,9.90604298117224
1749163743.075,-0.438138902187347,5.23522114753723,8.17889213562012,NA
1749163743.15,-0.526724398136139,5.31542682647705,8.10706615447998,9.70853864247028
1749163743.2,-0.95528644323349,5.54048204421997,7.76230096817017,NA
1749163743.275,-0.900219857692719,5.31063842773438,8.42549514770508,NA
1749163743.325,-0.730231523513794,5.43274307250977,8.27944850921631,9.92961242882119
1749163743.4,-0.567425787448883,5.38964748382568,8.06157684326172,9.71387117600311
1749163743.45,-0.490811347961426,5.44231986999512,7.94186639785767,9.6401754770363
1749163743.5,-0.457292526960373,5.44231986999512,7.96341419219971,9.65628953682962
1749163743.575,-0.43574470281601,5.42077207565308,8.20522880554199,9.84380125223526
1749163743.625,-0.730231523513794,5.76553678512573,7.89398241043091,9.80253083620571
1749163743.675,-0.809240162372589,5.8421516418457,7.8556752204895,9.82330080047079
1749163743.75,-0.787692368030548,5.84454584121704,7.79103183746338,NA
1749163743.8,-0.727837324142456,5.78469038009644,7.80300283432007,9.74059768168269
1749163743.875,-0.677559077739716,5.79187297821045,7.85328102111816,9.7815592671213
1749163743.925,-0.713472127914429,5.8206033706665,7.81018543243408,9.76665052947686
1749163744,-0.751779317855835,5.84694004058838,7.79103183746338,9.76995686138682
1749163744.05,-0.761356115341187,5.8732762336731,7.71202278137207,9.72369951365212
1749163744.1,-0.746990919113159,5.81940650939941,7.87243461608887,9.81473806561217
1749163744.175,-0.663193881511688,5.75117158889771,7.91074180603027,9.80564824096126
1749163744.225,-0.51954174041748,5.6937108039856,7.79342603683472,9.66569996074116
1749163744.275,-0.679953277111053,5.81581497192383,7.84131002426147,NA
1749163744.35,-0.928950250148773,6.07438898086548,7.51330423355103,9.70622947204563
1749163744.4,-1.18273568153381,6.28747272491455,7.57315921783447,9.91382456459609
1749163744.475,-0.99479079246521,6.08635997772217,7.47020864486694,NA
1749163744.525,-0.823605358600616,6.10551357269287,7.61146640777588,9.79234612591656
1749163744.6,-0.756567716598511,5.94510221481323,7.64259099960327,9.71214869334244
1749163744.65,-0.497993946075439,5.59076023101807,7.67850399017334,9.50932486833357
1749163744.7,-0.979228496551514,5.98819780349731,7.62583160400391,9.74529163416331
1749163744.775,-1.84832370281219,6.75913047790527,6.35451078414917,9.4594900831701
1749163744.825,-2.18111777305603,6.82138013839722,6.53886413574219,9.69769281417783
1749163744.875,-2.35828876495361,6.52090764045715,7.1302318572998,9.94683781305159
1749163744.95,-2.84431171417236,6.76631307601929,7.10150146484375,10.2129537757333
1749163745,-2.43729734420776,6.39042377471924,7.01052188873291,9.79414884086322
1749163745.075,-1.61129772663116,5.82539224624634,7.17572164535522,9.38202836907314
1749163745.125,-0.653617084026337,5.31782102584839,6.88602352142334,8.72489287573674
1749163745.2,-0.713472127914429,4.8602294921875,6.79504346847534,8.3847175821556
